3.8342e-008	17000000
8.57353e-008	17100000
3.8342e-008	17200000
3.8342e-008	17300000
3.8342e-008	17400000
3.8342e-008	17500000
3.8342e-008	17600000
0	17700000
3.8342e-008	17800000
0	17900000
0	18000000
0	18100000
0	18200000
3.8342e-008	18300000
0	18400000
3.8342e-008	18500000
0	18600000
3.8342e-008	18700000
0	18800000
3.8342e-008	18900000
0	19000000
0	19100000
3.8342e-008	19200000
3.8342e-008	19300000
0	19400000
3.8342e-008	19500000
0	19600000
3.8342e-008	19700000
0	19800000
3.8342e-008	19900000
