7.6684e-008	17000000
7.6684e-008	17100000
7.6684e-008	17200000
7.6684e-008	17300000
7.6684e-008	17400000
7.6684e-008	17500000
7.6684e-008	17600000
7.6684e-008	17700000
7.6684e-008	17800000
7.72808e-008	17900000
7.6684e-008	18000000
7.6684e-008	18100000
7.6684e-008	18200000
7.72808e-008	18300000
7.6684e-008	18400000
7.6684e-008	18500000
7.6684e-008	18600000
7.6684e-008	18700000
7.72808e-008	18800000
7.6684e-008	18900000
7.72808e-008	19000000
7.6684e-008	19100000
7.6684e-008	19200000
7.6684e-008	19300000
7.6684e-008	19400000
7.6684e-008	19500000
7.6684e-008	19600000
7.72808e-008	19700000
7.72808e-008	19800000
7.6684e-008	19900000
