0.0837338	17000000
0.0832489	17100000
0.0827662	17200000
0.0822867	17300000
0.0818137	17400000
0.0813471	17500000
0.0808878	17600000
0.0804335	17700000
0.0799808	17800000
0.0795361	17900000
0.0790919	18000000
0.0786583	18100000
0.0782184	18200000
0.077796	18300000
0.0773711	18400000
0.0769519	18500000
0.0765447	18600000
0.0761348	18700000
0.0757311	18800000
0.0753254	18900000
0.0749337	19000000
0.074539	19100000
0.0741537	19200000
0.0737664	19300000
0.0733928	19400000
0.0730159	19500000
0.0726463	19600000
0.0722715	19700000
0.0719054	19800000
0.0715499	19900000
