8.12955e-008	17000000
8.12955e-008	17100000
8.12955e-008	17200000
8.12955e-008	17300000
8.12955e-008	17400000
8.12955e-008	17500000
8.12955e-008	17600000
8.12955e-008	17700000
8.12955e-008	17800000
8.12955e-008	17900000
8.12955e-008	18000000
8.12955e-008	18100000
8.12955e-008	18200000
8.12955e-008	18300000
8.12955e-008	18400000
8.12955e-008	18500000
8.12955e-008	18600000
8.12955e-008	18700000
8.12955e-008	18800000
8.12955e-008	18900000
8.12955e-008	19000000
8.12955e-008	19100000
8.12955e-008	19200000
8.12955e-008	19300000
8.12955e-008	19400000
8.12955e-008	19500000
8.12955e-008	19600000
8.12955e-008	19700000
8.12955e-008	19800000
8.12955e-008	19900000
