1.71343e-006	90000000
1.21305e-006	90100000
1.1389e-006	90200000
1.44688e-006	90300000
1.39134e-006	90400000
1.61111e-006	90500000
1.38145e-006	90600000
1.33593e-006	90700000
1.41865e-006	90800000
1.58443e-006	90900000
1.80479e-006	91000000
1.31543e-006	91100000
1.46208e-006	91200000
1.50394e-006	91300000
1.39587e-006	91400000
1.7812e-006	91500000
1.92628e-006	91600000
1.77671e-006	91700000
1.28559e-006	91800000
1.79741e-006	91900000
1.88268e-006	92000000
1.45796e-006	92100000
1.9465e-006	92200000
1.83088e-006	92300000
1.8103e-006	92400000
1.80421e-006	92500000
1.78438e-006	92600000
1.70363e-006	92700000
1.51964e-006	92800000
1.9036e-006	92900000
1.37101e-006	93000000
2.03013e-006	93100000
1.6882e-006	93200000
1.72671e-006	93300000
1.42118e-006	93400000
1.37982e-006	93500000
1.54721e-006	93600000
1.96018e-006	93700000
1.82493e-006	93800000
1.78901e-006	93900000
1.86769e-006	94000000
1.94717e-006	94100000
1.98072e-006	94200000
1.60322e-006	94300000
1.54767e-006	94400000
1.66979e-006	94500000
1.60555e-006	94600000
1.67291e-006	94700000
1.83086e-006	94800000
1.68171e-006	94900000
1.87013e-006	95000000
1.67915e-006	95100000
1.76382e-006	95200000
1.72706e-006	95300000
1.88851e-006	95400000
1.83888e-006	95500000
1.90201e-006	95600000
1.68753e-006	95700000
1.85378e-006	95800000
1.65434e-006	95900000
1.77781e-006	96000000
1.79638e-006	96100000
1.68753e-006	96200000
1.77524e-006	96300000
1.65831e-006	96400000
1.64146e-006	96500000
1.69648e-006	96600000
1.78981e-006	96700000
1.87946e-006	96800000
1.93148e-006	96900000
1.89138e-006	97000000
1.71652e-006	97100000
1.74643e-006	97200000
1.94717e-006	97300000
1.89339e-006	97400000
1.92717e-006	97500000
1.64358e-006	97600000
1.73318e-006	97700000
1.79095e-006	97800000
1.78652e-006	97900000
1.66781e-006	98000000
1.78195e-006	98100000
1.70202e-006	98200000
1.78067e-006	98300000
1.96734e-006	98400000
1.85479e-006	98500000
1.7801e-006	98600000
1.70501e-006	98700000
1.96676e-006	98800000
1.77952e-006	98900000
1.85063e-006	99000000
1.7701e-006	99100000
1.87645e-006	99200000
1.75855e-006	99300000
1.75683e-006	99400000
1.83444e-006	99500000
1.95595e-006	99600000
1.70941e-006	99700000
1.80568e-006	99800000
1.83773e-006	99900000
