1.0732e-005	17000000
1.12207e-005	17100000
1.11556e-005	17200000
1.072e-005	17300000
1.10229e-005	17400000
1.09227e-005	17500000
1.061e-005	17600000
1.04025e-005	17700000
1.03001e-005	17800000
1.03575e-005	17900000
1.06675e-005	18000000
1.04583e-005	18100000
1.02781e-005	18200000
1.0088e-005	18300000
1.0048e-005	18400000
1.04758e-005	18500000
1.04958e-005	18600000
1.0028e-005	18700000
1.03131e-005	18800000
1.02956e-005	18900000
1.02506e-005	19000000
9.96304e-006	19100000
9.87808e-006	19200000
1.0033e-005	19300000
9.88307e-006	19400000
9.55096e-006	19500000
9.92305e-006	19600000
9.47361e-006	19700000
9.35617e-006	19800000
9.54857e-006	19900000
